customer_id,age,annual_income,spending_score,days_since_last_purchase,credit_score,region,signup_date
2474,,,31.4,46.8,654.0,Central,2023-08-24
2475,,,34.5,54.9,842.0,North,2021-11-17
2476,43.0,,20.9,35.3,750.0,North,2024-06-08
2477,,,16.3,9.4,563.0,East,2020-10-26
2478,,42460.21,24.5,48.4,720.0,West,2020-10-08
2479,18.0,168532.7,28.9,227.5,542.0,Central,2020-03-19
2480,43.0,27375.09,34.6,92.8,773.0,North,2021-08-10
2481,,,39.1,82.6,610.0,East,2024-08-26
2482,55.0,,30.2,61.9,604.0,East,2022-08-25
2483,,,19.7,25.7,,East,2023-11-26
2484,,,33.5,11.2,605.0,North,2024-08-29
2485,,,19.4,15.3,790.0,South,2020-10-11
2486,,,10.7,0.4,604.0,East,2024-04-03
2487,30.0,,17.3,67.2,721.0,South,2023-12-15
2488,,,23.7,100.2,659.0,South,2022-08-18
2489,35.0,44378.15,,18.8,704.0,South,2022-07-07
2490,18.0,69345.52,21.9,5.8,,East,2023-06-14
2491,34.0,29393.1,31.5,24.5,503.0,Central,2020-01-11
2492,,19548.17,26.4,20.7,575.0,South,2020-06-11
2493,,22424.3,23.4,36.0,618.0,North,2020-02-08
2494,52.0,36367.34,8.5,18.4,634.0,North,2021-06-08
2495,,,6.3,24.9,611.0,South,2021-03-17
2496,44.0,,10.3,142.9,479.0,South,2024-09-06
2497,,24031.16,19.7,24.5,599.0,South,2020-11-02
2498,31.0,,13.9,92.4,653.0,North,2023-01-28
2499,44.0,,24.5,59.0,631.0,West,2024-01-29
2500,,,11.7,24.7,620.0,Central,2023-05-31
2501,41.0,144430.69,,102.2,613.0,West,2022-12-16
2502,46.0,,8.3,54.2,655.0,North,2022-05-16
2503,,,,0.5,566.0,North,2020-08-15
2504,,,36.0,4.3,630.0,East,2024-05-08
2505,21.0,21292.99,39.3,83.8,617.0,West,2021-08-13
2506,25.0,,15.8,35.5,550.0,South,2021-05-01
2507,70.0,,17.4,31.2,635.0,South,2021-09-08
2508,,,22.5,9.5,,North,2020-09-06
2509,,,53.6,10.3,596.0,East,2020-04-07
2510,,,25.1,95.9,677.0,West,2021-05-03
2511,40.0,,13.0,106.0,683.0,East,2022-05-09
2512,41.0,248667.03,48.5,49.3,651.0,Central,2023-08-01
2513,,,8.0,21.0,668.0,East,2024-06-13
2514,31.0,25038.91,23.6,161.9,700.0,Central,2023-06-29
2515,33.0,,51.1,58.7,,West,2022-07-25
2516,38.0,52829.88,11.0,95.6,744.0,South,2020-05-08
2517,36.0,,24.5,0.2,480.0,Central,2020-08-15
2518,,,,35.9,716.0,South,2024-09-09
2519,,,68.0,122.9,476.0,East,2022-10-20
4314,39.0,,43.6,162.6,496.0,South,2022-09-23
2520,,62071.35,38.1,24.8,600.0,East,2023-05-07
2521,37.0,,44.3,77.8,708.0,West,2023-01-02
2522,70.0,,31.5,64.3,700.0,South,2020-02-03
2523,,,39.0,9.9,572.0,West,2023-07-18
2524,31.0,,22.9,89.5,646.0,Central,2022-11-21
2525,46.0,34252.48,30.4,7.2,602.0,East,2023-03-23
2526,,,,78.1,718.0,East,2021-05-10
2527,40.0,81858.69,4.9,282.4,644.0,East,2024-01-11
2528,42.0,,73.6,190.2,598.0,East,2020-10-21
2529,59.0,,62.9,96.6,681.0,East,2021-08-19
2530,21.0,7047.44,48.9,45.9,696.0,Central,2022-05-29
2531,40.0,,,67.4,634.0,,2020-01-04
2532,23.0,,71.1,78.1,702.0,West,2023-06-13
2533,41.0,,25.8,0.5,775.0,North,2021-12-23
2534,23.0,,61.5,6.5,484.0,East,2021-05-07
2535,29.0,,45.4,54.5,746.0,East,2023-03-14
2536,,,42.9,0.4,765.0,North,2022-05-03
2537,46.0,25715.15,,143.8,686.0,West,2021-01-18
2538,,,48.4,40.4,625.0,,2023-09-22
2539,20.0,20153.82,,17.9,525.0,East,2023-09-30
2540,,,46.5,30.0,653.0,West,2020-06-24
2541,26.0,59154.27,46.6,114.1,618.0,North,2022-12-08
2542,19.0,,58.3,157.2,539.0,Central,2022-01-08
2543,32.0,,43.9,7.4,,Central,2020-05-18
2544,,106863.55,34.2,90.3,647.0,,2022-12-13
2545,64.0,,41.7,51.8,672.0,South,2023-01-19
2546,40.0,,27.5,52.8,568.0,South,2022-11-05
2547,,,19.5,90.7,460.0,South,2024-05-29
2548,,,26.7,15.1,630.0,North,2022-11-05
2549,,,15.5,45.4,577.0,South,2023-02-08
2550,60.0,139218.22,31.7,23.1,615.0,West,2020-02-11
2551,,47747.64,41.7,6.0,486.0,Central,2022-03-10
2552,18.0,,8.8,6.7,624.0,West,2024-11-23
2553,,,32.9,8.8,680.0,West,2022-08-20
2554,39.0,14424.3,17.5,57.3,615.0,East,2020-03-30
2555,,,43.2,6.7,658.0,North,2023-07-25
2556,,,32.5,50.7,626.0,Central,2022-03-03
2557,18.0,103883.54,33.7,53.2,492.0,East,2022-02-03
2558,35.0,,6.0,140.5,656.0,North,2021-06-03
2559,,,21.0,59.1,587.0,Central,2024-03-10
2560,46.0,,29.7,254.4,544.0,East,2020-02-03
2561,,,39.8,1.9,,South,2022-01-01
2562,,,27.2,73.1,672.0,West,2024-06-02
2563,,79059.44,32.9,1.6,,South,2020-05-18
2564,38.0,73001.11,4.9,78.4,638.0,Central,2021-12-07
2565,24.0,,26.5,29.3,,East,2021-05-08
2566,,,59.9,56.7,514.0,East,2024-02-10
2567,23.0,,36.2,22.2,559.0,East,2023-09-07
2568,42.0,,19.0,10.4,563.0,West,2023-07-10
2569,45.0,,33.0,77.1,690.0,East,2020-07-31
2570,,22765.97,23.3,141.0,775.0,North,2024-04-29
2571,35.0,,37.3,12.2,697.0,North,2023-04-06
2572,18.0,,42.9,152.1,,North,2024-02-14
2573,31.0,,37.2,9.1,568.0,South,2024-03-29
2574,,,35.2,79.8,709.0,Central,2021-11-11
2575,66.0,20174.03,21.5,192.3,621.0,South,2020-09-30
2576,21.0,,16.9,9.6,569.0,South,2020-03-31
2577,52.0,6487.74,35.7,34.3,708.0,West,2021-12-22
2578,,,12.4,24.7,,South,2023-01-23
2579,38.0,,25.4,29.5,709.0,West,2021-11-24
2580,56.0,,,83.9,840.0,North,2024-07-24
2581,39.0,94031.13,67.0,64.9,589.0,North,2023-08-09
2582,39.0,,49.1,207.8,612.0,South,2020-12-24
2583,,,48.5,12.3,580.0,South,2024-08-27
2584,49.0,,6.2,47.0,579.0,North,2024-05-14
2585,,,35.2,35.8,,East,2023-11-03
2586,27.0,,39.1,150.7,561.0,North,2022-08-09
2587,19.0,15813.57,18.7,0.6,606.0,East,2023-11-25
2588,,69869.55,26.6,271.5,,North,2022-09-07
2589,25.0,,36.2,39.2,681.0,,2023-07-17
2590,,41597.62,16.2,58.9,569.0,West,2021-01-08
2591,49.0,,51.0,26.8,644.0,West,2024-07-19
2592,,59062.89,42.6,114.8,514.0,Central,2020-10-03
2593,,19842.89,26.6,49.5,,East,2020-05-09
2594,35.0,,,65.2,656.0,South,2024-01-06
2595,,,8.7,62.8,661.0,,2024-05-08
2596,18.0,,17.8,27.2,800.0,West,2022-07-26
2597,,,35.9,4.7,709.0,South,2020-03-16
2598,,,52.4,98.9,556.0,East,2021-08-23
2599,,80453.85,32.3,20.5,659.0,South,2021-02-16
2600,,44524.06,39.1,113.4,645.0,North,2020-03-30
2601,18.0,32757.86,9.0,56.3,799.0,Central,2024-06-08
2602,,,39.1,26.2,615.0,West,2021-02-12
2603,,,50.4,54.1,,,2024-12-19
2604,,,56.7,62.2,671.0,East,2020-03-26
2605,27.0,,16.6,73.6,564.0,South,2021-10-08
2606,,,20.0,103.7,528.0,Central,2021-09-27
2607,27.0,,27.1,10.4,632.0,North,2022-11-21
2608,18.0,21807.52,53.2,173.1,703.0,West,2022-03-26
2609,45.0,,3.8,31.7,545.0,West,2024-07-27
2610,50.0,,9.3,118.2,642.0,East,2023-01-17
2611,,43842.75,16.3,14.9,596.0,North,2022-08-27
2612,21.0,,28.2,1.8,495.0,South,2021-06-02
2613,32.0,,26.0,51.1,669.0,South,2020-03-15
2614,34.0,26548.91,19.2,23.6,683.0,,2024-03-22
2615,,121060.98,10.3,249.9,704.0,North,2023-08-17
2616,43.0,,36.5,6.6,713.0,East,2021-01-26
2617,,,26.7,2.9,642.0,Central,2021-08-08
2618,,,27.2,2.8,682.0,Central,2022-01-01
2619,,12703.4,53.7,14.7,665.0,South,2024-10-31
2620,52.0,49770.62,25.7,51.9,444.0,Central,2024-05-18
2621,43.0,,28.0,42.3,530.0,East,2020-04-07
2622,44.0,,,25.9,591.0,West,2024-11-08
2623,36.0,,34.7,5.6,654.0,Central,2023-09-04
2624,,,17.5,16.0,671.0,East,2021-11-10
2625,,,65.3,12.2,702.0,West,2021-07-13
2626,24.0,,10.7,82.1,704.0,West,2020-09-11
2627,,,,90.8,665.0,Central,2024-06-25
2628,,,40.9,90.0,689.0,North,2022-01-23
2629,,,24.1,208.5,773.0,Central,2022-06-13
2630,29.0,,26.5,129.4,683.0,Central,2024-12-26
2631,38.0,85677.34,8.0,41.3,647.0,North,2022-03-30
2632,40.0,,,32.2,687.0,Central,2024-03-02
2633,37.0,,29.9,148.5,715.0,East,2022-06-19
2634,38.0,63797.48,38.5,56.7,774.0,North,2022-03-02
2635,,,56.7,20.9,562.0,East,2021-11-25
2636,,,10.2,49.9,519.0,West,2021-01-17
2637,37.0,15091.87,22.0,290.8,667.0,North,2022-10-13
2638,,,42.8,113.6,534.0,,2023-11-18
2639,,114514.51,21.7,19.8,630.0,South,2022-10-15
2640,39.0,,27.6,183.4,795.0,South,2022-01-22
2641,56.0,,36.7,239.3,650.0,East,2024-06-20
2642,32.0,,14.8,15.8,651.0,West,2022-11-29
2643,24.0,,45.7,135.6,618.0,West,2021-06-30
2644,27.0,,35.4,128.8,770.0,North,2024-06-28
2645,,,43.5,2.4,684.0,South,2020-06-18
2646,25.0,,26.9,66.5,613.0,East,2024-01-29
2647,30.0,,23.2,21.9,768.0,East,2022-05-19
2648,18.0,,48.5,67.4,665.0,North,2020-06-10
2649,35.0,817.69,5.7,146.9,617.0,North,2022-05-31
2650,,,22.2,41.4,483.0,East,2023-05-18
2651,,87813.98,13.6,32.1,661.0,,2024-08-11
2652,53.0,,30.9,152.7,,West,2021-01-04
2653,,34519.79,20.5,219.2,625.0,,2023-01-22
2654,47.0,,36.4,3.9,,Central,2021-08-24
2655,27.0,86410.67,,153.7,504.0,South,2021-10-19
2656,,,30.1,5.2,850.0,South,2020-07-29
2657,21.0,,14.1,24.7,594.0,Central,2020-06-12
2658,,,30.0,86.3,703.0,Central,2021-11-02
2659,37.0,,6.3,90.0,632.0,West,2023-09-15
2660,,,48.2,77.6,431.0,East,2021-08-28
2661,20.0,108859.9,36.7,2.4,638.0,,2021-09-19
2662,,,52.3,8.6,660.0,South,2022-07-02
2663,42.0,,25.7,165.1,606.0,Central,2023-05-19
2664,23.0,,57.9,5.1,766.0,East,2024-01-09
2665,40.0,,50.7,4.9,793.0,North,2022-05-22
2666,18.0,,36.8,108.3,673.0,South,2020-12-07
2667,45.0,,39.7,61.5,684.0,East,2023-11-13
2668,20.0,,6.2,26.0,558.0,South,2022-06-28
2669,41.0,36197.37,27.8,10.9,557.0,West,2021-12-20
2670,42.0,,33.3,129.3,,South,2022-07-04
2671,,,7.4,268.1,,West,2020-03-27
2672,,7245.09,28.1,3.1,606.0,West,2024-01-28
2673,,,32.0,48.5,755.0,West,2024-11-16
2674,28.0,,14.0,18.2,592.0,North,2021-12-23
2675,,18568.08,32.4,107.2,573.0,North,2023-06-13
2676,18.0,,,25.5,,West,2022-06-09
2677,39.0,30588.21,33.8,75.2,608.0,East,2021-07-16
2678,18.0,,30.5,46.5,592.0,West,2023-08-02
2679,36.0,,18.1,46.8,,East,2024-06-08
2680,31.0,18021.99,24.8,117.1,646.0,South,2020-04-27
2681,,,35.3,38.1,634.0,North,2020-06-02
2682,31.0,,15.2,112.1,652.0,East,2023-10-06
2683,31.0,,,27.1,723.0,East,2023-07-29
2684,,,16.4,11.5,652.0,East,2022-04-11
2685,,80457.25,37.4,36.5,674.0,Central,2022-01-14
2686,,,45.7,41.4,731.0,North,2022-11-16
2687,40.0,24345.49,13.2,39.0,564.0,Central,2024-06-28
2688,,,29.1,99.1,583.0,South,2024-03-15
2689,44.0,,38.2,49.9,659.0,East,2023-10-23
2690,42.0,31042.9,38.0,131.6,593.0,North,2020-11-23
2691,22.0,,27.8,43.3,631.0,,2020-03-04
2692,,,7.9,15.3,562.0,North,2020-10-19
2693,,119898.7,41.6,8.3,581.0,East,2024-10-04
2694,33.0,31948.99,33.5,121.7,739.0,West,2023-05-29
2695,39.0,59556.96,32.0,3.5,621.0,West,2023-10-20
2696,52.0,116364.22,33.1,7.5,613.0,West,2024-05-19
2697,47.0,82894.42,49.9,3.9,584.0,Central,2022-06-16
2698,19.0,,31.3,33.1,579.0,East,2020-03-12
2699,42.0,,33.3,45.6,567.0,South,2020-09-15
2700,,,17.5,1.2,547.0,Central,2020-05-17
2701,,,39.3,43.5,,North,2021-04-28
2702,,14903.69,9.0,30.0,641.0,West,2024-05-13
2703,59.0,21469.14,38.2,89.1,701.0,North,2023-08-14
2704,47.0,80470.55,19.8,106.3,643.0,Central,2022-01-20
2705,,,36.9,69.3,569.0,West,2022-01-11
2706,,,9.3,38.5,607.0,East,2022-02-23
2707,36.0,,,14.6,602.0,West,2023-03-07
2708,35.0,34953.04,41.2,112.7,597.0,West,2020-03-07
2709,,20304.15,20.8,25.1,620.0,West,2023-05-24
2710,53.0,,46.7,26.4,721.0,Central,2020-11-10
2711,25.0,,36.5,148.6,704.0,West,2023-10-22
2712,53.0,,41.1,222.8,778.0,Central,2022-07-10
2713,,,32.5,137.0,579.0,North,2022-01-29
2714,18.0,47409.81,37.3,380.4,561.0,East,2022-01-31
2715,39.0,,24.8,121.9,620.0,West,2022-06-28
2716,,,15.0,73.1,743.0,Central,2024-04-11
2717,,20511.64,10.4,20.9,482.0,West,2020-06-06
2718,,,15.1,183.4,659.0,West,2023-03-21
2719,27.0,,36.8,125.6,623.0,West,2020-10-08
2720,36.0,,55.3,16.5,700.0,South,2022-12-20
2721,58.0,31646.0,,40.3,684.0,East,2022-01-21
2722,,,34.8,4.4,700.0,East,2022-03-26
2723,,,21.3,183.9,689.0,,2021-10-05
2724,,,26.5,51.0,850.0,North,2023-08-23
2725,58.0,,19.1,16.9,793.0,North,2021-07-24
2726,35.0,,18.3,20.8,716.0,North,2021-05-26
2727,47.0,,,236.7,611.0,West,2020-08-20
2728,51.0,,5.6,57.4,620.0,Central,2020-02-23
2729,26.0,,28.3,32.8,742.0,West,2024-02-15
2730,,,10.3,41.6,745.0,South,2021-01-16
2731,49.0,124765.23,30.9,6.2,582.0,Central,2022-10-19
2732,55.0,,38.8,4.7,490.0,Central,2022-11-26
2733,41.0,,40.2,53.9,503.0,Central,2022-03-03
2734,,,14.7,43.0,744.0,South,2023-02-24
2735,,,8.0,26.7,759.0,Central,2020-08-29
2736,28.0,,1.7,50.1,651.0,South,2021-06-20
2737,30.0,317510.23,7.6,4.5,676.0,North,2024-05-06
2738,,,60.1,172.9,793.0,Central,2021-06-17
2739,,,44.8,20.9,811.0,West,2023-12-12
2740,,,36.3,4.5,704.0,East,2022-07-02
2741,39.0,,3.9,11.1,648.0,South,2021-03-15
2742,40.0,,25.3,6.0,,North,2023-06-07
2743,35.0,,14.3,11.8,627.0,,2021-08-07
2744,41.0,,16.2,32.3,588.0,East,2023-11-22
2745,,49442.65,32.6,80.4,702.0,,2022-10-02
2746,31.0,,52.9,19.1,639.0,West,2021-02-13
2747,,,54.3,34.4,584.0,East,2020-09-08
2748,,45921.18,67.4,158.5,740.0,Central,2020-10-04
2749,39.0,,20.0,21.0,694.0,Central,2024-10-12
2750,32.0,,18.2,95.0,671.0,South,2020-05-31
2751,56.0,,33.6,10.3,637.0,West,2022-07-14
2752,,,28.1,11.8,,West,2020-12-19
2753,29.0,69426.35,,36.5,,South,2023-12-31
2754,,,12.6,16.0,850.0,Central,2022-06-30
2755,,,20.2,140.0,833.0,Central,2020-06-28
2756,,,30.9,3.1,585.0,West,2024-07-17
2757,,16901.42,29.5,54.6,629.0,West,2023-10-28
2758,25.0,231911.11,,55.6,578.0,West,2024-09-27
2759,21.0,,39.9,4.1,500.0,West,2021-10-16
2760,42.0,12855.37,10.6,79.1,787.0,,2023-09-29
2761,42.0,,13.8,38.0,638.0,West,2021-12-12
2762,,64254.88,19.0,77.0,562.0,Central,2023-12-24
2763,45.0,15982.16,28.9,105.2,511.0,South,2020-05-12
2764,27.0,,10.3,23.4,668.0,North,2023-01-31
2765,,117510.19,11.1,39.8,679.0,South,2023-01-15
2766,,,27.0,18.1,683.0,South,2021-08-17
2767,,,18.2,13.5,736.0,East,2024-12-30
2768,40.0,,55.8,0.0,722.0,South,2021-09-06
2769,,63263.18,8.1,198.8,547.0,East,2024-10-09
2770,32.0,,64.5,34.9,563.0,East,2020-11-18
2771,32.0,,13.3,0.8,728.0,East,2023-12-28
2772,,30838.38,,0.5,601.0,South,2023-12-24
2773,,28786.07,64.4,20.4,533.0,North,2023-12-05
2774,18.0,,15.8,0.8,540.0,East,2023-07-30
2775,,69745.18,35.8,28.2,725.0,West,2020-12-22
2776,,58804.8,17.1,3.9,724.0,West,2024-06-13
2777,,83453.62,31.8,2.4,660.0,Central,2022-01-10
2778,,,38.3,66.4,575.0,West,2022-11-07
2779,34.0,,,142.4,645.0,West,2021-04-04
2780,40.0,,5.2,31.6,637.0,East,2020-09-05
2781,45.0,26665.07,13.7,108.8,615.0,,2021-02-15
2782,27.0,,6.4,1.8,705.0,West,2024-06-10
2783,,,23.6,90.2,,South,2020-10-11
2784,,,65.0,3.9,693.0,North,2021-04-29
2785,,,57.8,109.4,677.0,West,2024-06-06
2786,30.0,,23.8,128.4,535.0,North,2022-10-08
2787,25.0,,12.1,92.5,809.0,North,2020-02-23
2788,,,65.4,103.1,696.0,Central,2022-01-09
2789,,,62.8,49.5,523.0,South,2023-02-08
2790,37.0,,,18.5,535.0,South,2023-03-18
2791,,,12.0,61.8,777.0,Central,2022-01-25
2792,,,23.4,34.7,664.0,East,2022-08-15
2793,30.0,,8.4,0.3,695.0,Central,2024-07-03
2794,23.0,25332.37,19.5,38.9,681.0,Central,2023-02-03
2795,34.0,,4.8,63.2,737.0,Central,2020-09-22
2796,24.0,,14.2,0.8,741.0,North,2023-06-07
2797,41.0,,19.4,58.3,580.0,South,2024-12-15
2798,18.0,,48.9,63.4,690.0,East,2020-06-25
2799,30.0,,28.0,10.3,538.0,West,2020-05-14
2800,38.0,8375.24,20.5,33.8,563.0,West,2021-09-25
2801,37.0,,18.0,200.0,,West,2022-03-26
2802,,,62.4,129.3,514.0,East,2024-01-08
2803,39.0,,13.2,31.7,588.0,West,2024-01-12
2804,22.0,42341.02,2.9,25.8,476.0,East,2022-09-07
2805,33.0,,45.5,7.9,648.0,West,2022-12-12
2806,,,22.0,2.1,781.0,West,2022-04-21
2807,34.0,51142.45,17.7,21.2,653.0,East,2024-04-24
2808,,,15.9,169.1,653.0,South,2022-04-18
2809,45.0,,28.9,191.1,621.0,East,2024-08-13
2810,28.0,,,100.4,728.0,East,2023-03-23
2811,33.0,,42.4,25.9,646.0,Central,2020-05-31
2812,,,34.7,9.3,562.0,North,2020-09-13
2813,,,48.5,54.3,664.0,North,2021-10-11
2814,31.0,,12.8,62.4,774.0,South,2023-08-08
2815,56.0,,2.4,33.2,536.0,South,2020-05-31
2816,,,52.4,70.6,575.0,South,2022-07-10
2817,40.0,,20.2,82.4,642.0,,2022-08-12
2818,39.0,,47.5,91.7,622.0,South,2023-10-24
2819,,,7.3,41.9,684.0,South,2022-11-25
2820,18.0,,28.8,94.1,571.0,East,2021-12-06
2821,31.0,58641.45,15.0,1.5,608.0,East,2020-09-19
2822,,,26.9,68.4,654.0,North,2024-12-03
2823,,,35.8,16.1,657.0,East,2024-08-24
2824,18.0,45573.23,39.6,18.9,850.0,South,2024-05-16
2825,34.0,,22.6,5.7,,East,2023-02-03
2826,55.0,92270.15,11.8,12.8,527.0,,2023-08-03
2827,49.0,,22.2,289.8,569.0,East,2023-04-18
2828,34.0,30432.14,55.8,32.2,541.0,North,2021-01-07
2829,,,28.3,157.7,779.0,South,2024-04-21
2830,30.0,,5.5,10.7,564.0,South,2020-09-21
2831,,,19.0,13.7,697.0,North,2022-06-05
2832,23.0,,31.1,49.0,689.0,East,2022-10-26
2833,,60691.43,52.4,25.8,,South,2024-11-13
2834,31.0,,60.6,62.0,616.0,South,2020-04-23
2835,,,39.3,32.9,629.0,Central,2024-08-29
2836,,18774.97,,100.2,524.0,North,2020-09-11
2837,57.0,,15.7,33.9,793.0,East,2022-11-27
2838,54.0,,25.9,51.0,664.0,East,2020-11-09
2839,,29121.7,27.2,23.2,777.0,South,2021-09-14
2840,,,17.3,73.1,827.0,West,2020-12-03
2841,38.0,,6.7,63.8,,Central,2020-11-27
2842,18.0,,35.0,30.4,680.0,Central,2021-10-22
2843,52.0,61482.9,16.5,19.4,,,2023-12-23
2844,20.0,26470.16,,57.1,757.0,South,2021-04-06
2845,37.0,,33.8,172.0,646.0,North,2021-12-09
2846,21.0,,50.7,8.5,616.0,North,2022-11-28
2847,27.0,,62.4,96.3,589.0,Central,2021-08-04
2848,24.0,,8.5,47.0,656.0,West,2024-09-28
2849,27.0,,11.7,44.7,700.0,West,2020-06-10
2850,28.0,27964.24,,195.7,666.0,East,2021-05-28
2851,28.0,180221.51,43.6,55.9,687.0,West,2021-02-06
2852,,,11.1,106.5,,Central,2023-07-24
2853,,48444.83,59.3,43.4,690.0,East,2023-02-02
2854,37.0,55997.2,7.5,17.2,688.0,,2021-07-16
2855,49.0,,9.5,71.1,747.0,North,2020-09-13
2856,28.0,,22.5,154.0,715.0,Central,2023-07-04
2857,,,44.4,110.4,662.0,East,2021-09-12
2858,,,19.3,13.3,,Central,2023-06-12
2859,,,33.7,22.9,558.0,South,2022-12-28
2860,37.0,,4.2,43.6,,East,2020-07-10
2861,,,69.8,50.9,630.0,West,2022-10-26
2862,,,17.5,12.9,640.0,North,2023-08-05
2863,,11695.8,34.4,15.7,612.0,West,2020-12-11
2864,43.0,,29.2,85.3,579.0,Central,2023-04-27
2865,39.0,,28.5,78.6,585.0,West,2023-04-04
2866,31.0,16089.66,10.8,109.7,564.0,East,2020-11-11
2867,24.0,,4.7,162.1,631.0,South,2020-12-16
2868,24.0,69439.28,16.1,22.1,717.0,West,2023-09-11
2869,,,,117.8,648.0,Central,2023-07-02
2870,,,17.9,65.8,,West,2024-01-15
2871,27.0,,42.5,189.9,688.0,West,2023-05-24
2872,40.0,,41.2,19.1,614.0,East,2021-11-22
2873,18.0,,6.0,18.9,,Central,2024-09-21
2874,,,21.7,73.1,730.0,Central,2023-02-28
2875,,,33.4,158.2,716.0,South,2020-03-25
2876,24.0,,14.0,104.4,,East,2024-08-17
2877,,22607.29,50.3,77.9,623.0,East,2024-11-04
2878,,,22.4,29.4,623.0,North,2020-02-28
2879,,,7.4,75.9,648.0,South,2020-06-15
2880,32.0,49972.86,,96.9,760.0,South,2020-04-03
2881,,12631.36,31.3,84.0,739.0,Central,2023-08-06
2882,,,28.1,67.8,,Central,2024-04-28
2883,,101566.17,24.2,2.9,671.0,South,2023-03-27
2884,40.0,,10.0,64.7,451.0,East,2021-06-26
2885,18.0,40671.25,16.5,39.0,615.0,North,2023-08-26
2886,29.0,,,195.5,596.0,Central,2021-03-07
2887,28.0,92644.91,31.9,56.1,694.0,North,2024-04-19
2888,,,20.6,56.2,563.0,South,2023-03-17
2889,,,11.5,307.5,528.0,East,2022-05-03
2890,,,7.8,5.9,610.0,North,2023-06-19
2891,36.0,,12.6,19.4,649.0,West,2023-08-01
2892,18.0,84792.31,,64.0,511.0,South,2020-03-03
2893,,13969.77,16.6,22.7,741.0,East,2022-10-16
2894,,16153.38,52.8,25.5,634.0,South,2024-12-25
2895,,7720.67,17.3,133.9,652.0,South,2023-07-08
2896,80.0,23404.25,17.7,52.0,738.0,North,2023-01-22
2897,18.0,105276.54,44.5,6.5,591.0,North,2021-08-16
2898,55.0,,12.1,22.3,769.0,West,2023-08-07
2899,,,70.0,4.7,650.0,Central,2021-09-10
2900,38.0,,16.3,48.7,,West,2022-09-16
2901,,,32.8,11.4,686.0,East,2021-05-16
2902,29.0,,52.9,116.7,,East,2024-07-06
2903,,,30.0,51.7,656.0,South,2024-07-11
2904,38.0,,4.2,3.7,613.0,North,2023-11-03
2905,18.0,,,21.5,805.0,South,2022-04-11
2906,44.0,,34.9,57.5,648.0,Central,2021-09-01
2907,,,4.9,24.5,562.0,South,2022-07-17
2908,21.0,29065.34,4.8,43.2,768.0,East,2020-05-29
2909,29.0,,52.5,144.1,625.0,East,2023-11-11
2910,,,28.1,25.9,512.0,West,2020-05-02
2911,28.0,,7.8,24.6,584.0,South,2020-11-19
2912,,,16.3,102.8,493.0,North,2022-06-19
2913,,,25.0,23.0,588.0,Central,2022-05-01
2914,44.0,,31.8,4.9,,Central,2022-09-18
2915,43.0,,11.8,12.0,687.0,North,2022-08-09
2916,57.0,,34.9,178.3,650.0,Central,2021-02-21
2917,32.0,,,162.4,604.0,North,2021-11-27
2918,,,23.9,15.3,639.0,North,2023-05-27
2919,,,21.3,48.4,739.0,West,2020-10-21
2920,,,19.8,8.9,504.0,South,2021-10-02
2921,26.0,,30.3,67.4,850.0,East,2024-10-30
2922,,92677.55,17.2,12.3,579.0,East,2024-01-11
2923,,13289.74,24.5,3.1,630.0,South,2021-10-15
2924,34.0,,19.3,104.5,637.0,Central,2024-02-12
2925,36.0,,21.5,23.6,635.0,North,2024-10-28
2926,,,34.3,6.9,596.0,East,2021-12-08
2927,33.0,,40.1,107.7,720.0,West,2022-03-27
2928,,,25.5,86.2,741.0,Central,2020-09-24
2929,53.0,46675.68,70.0,69.1,726.0,West,2024-04-06
2930,46.0,11073.57,24.5,145.3,657.0,East,2022-01-28
2931,,,,40.3,603.0,South,2022-11-20
2932,,,5.3,8.2,635.0,South,2023-02-24
2933,,,19.3,3.8,643.0,West,2020-08-05
2934,,107810.95,31.1,23.0,572.0,Central,2021-10-15
2935,45.0,31202.24,57.0,5.5,664.0,East,2021-05-10
2936,,71658.54,27.1,46.0,794.0,North,2022-08-13
2937,27.0,6155.76,,0.9,636.0,South,2020-09-07
2938,,,24.5,35.2,,West,2021-07-01
2939,18.0,,62.5,11.8,597.0,East,2022-07-09
2940,30.0,28920.32,41.4,27.6,721.0,Central,2021-05-22
2941,46.0,7497.53,41.8,67.4,597.0,North,2020-10-15
2942,,45726.02,22.1,25.9,617.0,North,2020-07-17
2943,42.0,11439.87,48.7,25.1,691.0,South,2020-04-13
2944,,,,281.0,571.0,North,2021-08-17
2945,38.0,,50.7,76.1,685.0,East,2022-02-25
2946,,,17.6,43.3,734.0,South,2024-11-04
2947,36.0,89034.0,25.4,52.0,663.0,South,2023-06-14
2948,,,17.3,58.1,,,2022-05-06
2949,,79273.46,37.0,1.5,,East,2021-05-23
2950,18.0,,34.2,5.0,686.0,West,2024-11-07
2951,,,37.8,62.9,614.0,North,2020-11-23
2952,,,8.3,27.2,681.0,North,2024-07-24
2953,40.0,29251.99,13.0,3.4,777.0,West,2021-11-01
2954,53.0,,28.2,21.2,411.0,South,2023-03-29
2955,23.0,,26.5,8.4,600.0,Central,2024-01-16
2956,,,32.8,148.8,467.0,East,2021-10-02
2957,46.0,,8.8,13.6,552.0,South,2021-01-23
2958,32.0,,8.3,9.3,612.0,,2024-04-11
2959,,39067.72,,59.0,719.0,South,2020-11-22
2960,21.0,,70.5,44.3,715.0,North,2022-10-17
2961,,21930.49,10.6,51.5,,North,2022-11-20
